Date,Group,Energy (kcal),Alcohol (g),Caffeine (mg),Oxalate (mg),Phytate (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Folate (µg),Vitamin A (µg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Net Carbs (g),Carbs (g),Fiber (g),Insoluble Fiber (g),Soluble Fiber (g),Starch (g),Sugars (g),Added Sugars (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),ALA (g),DHA (g),EPA (g),Omega-6 (g),AA (g),LA (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Completed
2024-06-10,"Snacks",201.60,0.00,0.00,1.51,67.20,280.43,0.09,0.13,2.25,0.66,0.40,0.00,144.48,181.86,122.30,0.00,3.02,14.11,36.96,0.37,0.54,33.60,0.21,47.04,564.48,2.02,3.36,0.30,44.42,50.33,5.38,3.29,2.12,0.77,45.90,0.00,1.28,0.00,0.47,0.24,0.31,0.00,0.17,0.17,0.00,0.00,0.06,0.00,0.06,0.00,0.06,0.10,0.17,0.22,0.03,0.09,2.76,0.10,0.04,0.05,0.14,false
2024-06-10,"Total",3555.72,0.00,23.00,393.94,2039.54,1793.42,1.79,2.17,12.19,6.59,1.96,3.31,1013.65,863.99,192.58,124.33,10.10,314.23,1149.72,2.60,21.90,520.51,5.92,1815.54,4309.80,71.21,4968.67,12.20,466.99,517.70,48.52,35.19,10.51,148.55,215.34,55.33,100.46,182.23,21.40,19.39,41.05,1.28,2.96,2.95,0.01,0.00,15.75,0.04,15.71,1.54,2.72,4.91,9.01,7.63,1.88,4.87,167.23,4.32,1.49,3.58,5.73,false
2024-06-11,"'-",185.44,0.00,0.00,54.65,455.10,450.90,0.31,0.41,1.15,0.40,0.27,1.90,97.60,283.03,0.00,132.93,0.76,18.54,492.87,0.53,2.64,107.36,1.02,336.71,771.02,9.27,165.92,1.51,3.89,6.30,2.20,1.22,0.98,0.00,2.73,0.00,10.39,0.00,2.03,5.63,1.53,0.01,0.81,0.81,0.00,0.00,4.82,0.00,4.82,0.25,0.48,0.71,1.22,1.08,0.22,0.85,17.32,0.62,0.22,0.61,0.69,false
2024-06-11,"Breakfast",469.16,0.00,23.00,100.62,530.10,116.11,0.30,0.34,0.88,1.21,0.17,0.75,20.35,43.92,0.03,48.00,0.30,2.08,258.84,0.60,3.62,136.11,2.00,444.67,594.69,17.88,148.07,2.90,67.94,79.64,11.70,5.67,3.23,28.16,34.59,0.00,8.70,15.78,2.37,1.45,3.81,0.14,0.08,0.08,0.00,0.00,1.36,0.01,1.35,0.49,0.53,1.14,2.16,1.82,0.46,1.02,24.75,1.06,0.42,0.78,1.31,false
2024-06-11,"Lunch",506.96,0.00,0.00,253.30,350.91,439.19,0.37,0.46,4.87,2.35,0.90,0.00,95.18,1804.14,50.71,0.00,7.31,175.04,639.23,1.07,8.87,180.01,2.89,401.96,1737.90,21.62,1329.63,2.94,41.45,55.44,13.55,7.94,3.55,14.56,18.18,0.00,24.65,0.00,13.52,5.31,3.90,0.02,0.58,0.58,0.00,0.00,4.32,0.00,4.32,0.15,0.59,1.13,1.86,1.22,0.32,1.22,25.10,1.14,0.36,0.90,1.24,false
2024-06-11,"Dinner",669.67,0.00,0.00,146.54,176.45,568.17,0.33,0.52,5.68,2.27,1.23,0.43,145.39,139.88,236.77,30.72,5.57,73.16,416.07,0.71,12.99,153.05,1.92,369.58,2209.12,7.40,1523.80,3.15,74.66,100.25,25.37,6.16,3.43,23.12,26.72,0.00,10.09,9.60,1.53,0.82,1.97,0.09,0.15,0.15,0.00,0.00,0.28,0.00,0.28,0.12,0.24,0.41,0.67,0.62,0.16,0.43,48.68,0.38,0.13,0.34,0.51,false
2024-06-11,"Snacks",500.02,0.00,0.00,43.46,171.80,611.15,0.31,0.63,1.92,1.59,0.57,1.19,91.62,30.22,124.03,0.00,1.16,5.62,284.70,0.31,0.71,83.14,0.47,311.42,1237.92,17.95,64.70,1.37,95.00,110.07,12.38,7.35,4.99,4.44,87.94,20.53,1.62,8.50,0.17,0.28,0.41,0.01,0.07,0.07,0.00,0.00,0.21,0.00,0.21,0.17,0.61,0.98,1.88,1.57,0.54,0.99,20.84,0.76,0.25,0.91,1.28,false
2024-06-11,"Total",2331.24,0.00,23.00,598.58,1684.35,2185.52,1.62,2.35,14.50,7.81,3.14,4.28,450.13,2301.20,411.53,211.65,15.10,274.44,2091.70,3.21,28.82,659.66,8.30,1864.33,6550.64,74.13,3232.11,11.87,282.93,351.70,65.19,28.34,16.19,70.28,170.17,20.53,55.45,33.88,19.63,13.49,11.62,0.26,1.69,1.68,0.00,0.00,10.99,0.01,10.98,1.18,2.44,4.36,7.79,6.31,1.72,4.51,136.69,3.98,1.39,3.53,5.03,false
2024-06-12,"'-",782.86,0.00,125.50,84.55,761.03,1329.05,0.99,1.60,9.55,3.01,1.09,4.19,261.68,668.20,77.70,209.73,4.10,62.95,1062.79,1.07,7.13,307.41,1.89,1011.19,2783.99,35.79,1211.31,5.68,74.07,88.87,14.24,10.03,4.24,6.59,61.63,8.21,21.42,25.35,4.42,9.12,4.91,0.16,1.37,1.36,0.00,0.00,7.38,0.00,7.38,0.74,1.62,2.91,5.36,4.66,1.27,2.86,64.77,2.62,0.87,2.34,3.30,false
2024-06-12,"Breakfast",568.70,0.00,33.33,153.58,795.05,283.13,0.49,0.42,3.72,2.12,0.53,1.09,62.22,164.37,17.12,88.23,0.73,40.86,308.11,1.06,5.10,234.38,3.18,629.64,1299.81,21.96,149.35,4.07,82.98,97.38,14.36,9.39,4.97,39.53,37.64,5.03,14.09,16.22,4.29,2.00,6.24,0.15,0.13,0.12,0.00,0.00,1.87,0.01,1.86,0.41,0.59,0.96,1.80,1.35,0.39,1.14,23.00,0.85,0.29,0.84,1.24,false
2024-06-12,"Lunch",669.67,0.00,0.00,146.54,176.45,568.17,0.33,0.52,5.68,2.27,1.23,0.43,145.39,139.88,236.77,30.72,5.57,73.16,416.07,0.71,12.99,153.05,1.92,369.58,2209.12,7.40,1523.80,3.15,74.66,100.25,25.37,6.16,3.43,23.12,26.72,0.00,10.09,9.60,1.53,0.82,1.97,0.09,0.15,0.15,0.00,0.00,0.28,0.00,0.28,0.12,0.24,0.41,0.67,0.62,0.16,0.43,48.68,0.38,0.13,0.34,0.51,false
2024-06-12,"Dinner",795.83,0.00,0.00,0.70,1.00,45.86,0.02,0.04,0.15,0.22,0.04,0.00,48.50,59.33,7.50,0.00,1.05,57.82,80.06,0.04,0.76,23.50,0.16,26.00,184.56,0.15,2269.62,0.24,94.24,95.05,0.80,0.69,0.11,0.00,11.03,0.00,22.96,0.00,4.29,0.78,9.13,0.01,0.13,0.13,0.00,0.00,0.57,0.00,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.19,0.00,0.00,0.00,0.00,false
2024-06-12,"Snacks",845.39,0.00,0.00,66.70,349.09,478.86,0.78,0.42,11.46,2.15,1.01,0.00,212.88,150.25,118.11,0.00,8.29,25.91,292.37,0.86,4.57,205.76,4.05,449.36,1440.99,40.82,690.68,3.54,141.42,162.23,19.11,13.82,5.28,48.67,86.32,7.41,15.11,0.00,5.54,4.75,3.16,0.03,0.39,0.39,0.00,0.00,4.30,0.01,4.29,0.25,0.42,0.54,1.06,0.59,0.21,0.74,25.66,0.46,0.22,0.45,0.70,false
2024-06-12,"Total",3662.44,0.00,158.83,452.08,2082.62,2705.06,2.61,3.00,30.57,9.77,3.90,5.71,730.67,1182.04,457.19,328.68,19.74,260.70,2159.40,3.74,30.55,924.09,11.20,2485.76,7918.47,106.12,5844.75,16.67,467.37,543.78,73.88,40.09,18.04,117.91,223.35,20.66,83.68,51.16,20.07,17.47,25.42,0.43,2.16,2.16,0.00,0.00,14.41,0.02,14.38,1.52,2.86,4.82,8.88,7.22,2.03,5.17,211.30,4.31,1.51,3.98,5.75,false
2024-06-13,"'-",510.52,0.00,125.50,16.48,147.19,380.05,0.18,0.93,3.84,1.52,0.28,2.29,21.46,112.06,2.36,76.80,1.05,1.76,660.64,0.17,0.66,120.90,0.28,505.67,765.46,22.33,243.93,2.74,46.00,49.74,3.67,1.57,0.25,1.43,33.76,8.21,15.76,25.35,2.28,2.97,6.27,0.15,0.42,0.42,0.00,0.00,2.48,0.00,2.48,0.42,0.96,1.89,3.66,3.09,0.92,1.66,43.63,1.66,0.58,1.54,2.23,false
2024-06-13,"Breakfast",668.71,0.00,158.83,154.92,804.38,503.75,0.60,0.78,7.01,2.82,0.64,2.11,65.01,269.66,17.38,165.03,0.80,41.30,538.56,1.09,5.18,303.84,3.21,821.39,1653.45,25.43,228.57,4.88,92.80,107.21,14.36,9.39,4.97,39.53,46.42,5.03,18.12,32.28,5.13,2.19,8.58,0.29,0.14,0.14,0.00,0.00,1.98,0.01,1.96,0.44,0.77,1.28,2.41,1.89,0.56,1.44,29.17,1.14,0.37,1.14,1.63,false
2024-06-13,"Lunch",824.54,0.00,0.00,2.43,195.60,339.98,0.23,1.33,3.09,4.38,0.66,2.61,191.46,202.33,12.21,110.93,4.01,29.51,270.48,0.28,2.48,71.68,0.26,525.41,1103.66,56.65,706.40,3.18,55.67,74.46,18.71,5.99,3.47,0.15,12.16,0.00,40.65,484.08,18.86,4.34,7.89,0.01,0.24,0.19,0.05,0.01,4.03,0.19,3.81,0.55,0.94,1.89,3.32,2.75,1.05,1.86,47.34,1.57,0.46,1.59,2.26,false
2024-06-13,"Dinner",668.90,0.00,0.00,88.15,519.92,595.29,0.81,0.73,7.18,2.62,0.88,0.00,304.25,293.86,192.39,0.00,6.18,278.72,713.03,1.31,12.24,246.11,2.93,641.32,2656.90,30.74,1457.24,4.50,76.32,97.60,20.78,14.95,4.51,5.84,25.90,0.00,18.18,0.00,6.71,5.16,3.21,0.00,0.64,0.64,0.00,0.00,3.91,0.00,3.91,0.22,0.83,1.51,2.47,1.86,0.46,1.59,43.23,1.49,0.42,1.15,1.67,false
2024-06-13,"Snacks",622.43,0.00,125.50,59.04,380.44,380.95,0.57,0.62,9.81,1.67,0.48,1.02,66.58,109.48,8.03,76.80,5.19,12.20,423.95,0.46,3.37,199.17,2.77,498.92,908.87,31.28,558.90,3.69,79.40,92.29,11.68,9.09,2.56,31.82,41.18,5.25,19.13,16.07,6.06,6.13,4.93,0.16,0.57,0.56,0.00,0.00,5.46,0.01,5.45,0.23,0.45,0.72,1.40,0.92,0.33,0.85,24.21,0.61,0.23,0.66,0.90,false
2024-06-13,"Total",3295.10,0.00,409.84,321.03,2047.51,2200.02,2.38,4.39,30.93,13.01,2.95,8.02,648.75,987.38,232.37,429.56,17.23,363.49,2606.66,3.32,23.93,941.71,9.45,2992.71,7088.34,166.43,3195.04,19.00,350.18,421.30,69.21,40.99,15.76,78.78,159.42,18.50,111.84,557.77,39.05,20.80,30.88,0.60,2.02,1.95,0.05,0.01,17.87,0.22,17.62,1.86,3.97,7.30,13.25,10.51,3.31,7.41,187.58,6.46,2.05,6.09,8.69,false
2024-06-14,"'-",569.42,0.00,0.00,28.87,170.47,212.33,0.15,0.27,2.87,1.94,0.58,0.12,136.89,42.46,96.23,230.67,5.59,33.32,124.43,0.28,2.27,49.04,0.33,129.64,1410.29,2.47,974.81,1.23,26.28,44.72,18.25,6.58,3.40,0.12,8.87,0.00,40.48,7.50,25.14,3.93,6.78,0.09,0.28,0.28,0.00,0.00,3.58,0.00,3.57,0.05,0.16,0.24,0.41,0.39,0.11,0.26,14.57,0.20,0.07,0.21,0.32,false
2024-06-14,"Breakfast",796.18,0.00,46.66,215.01,1113.08,396.38,0.69,0.59,5.21,2.96,0.74,1.53,87.10,230.12,23.97,123.52,1.02,57.20,431.36,1.49,7.15,328.13,4.45,881.49,1819.74,30.74,209.09,5.70,116.17,136.33,20.10,13.15,6.95,55.34,52.70,7.05,19.73,22.70,6.01,2.81,8.74,0.21,0.18,0.17,0.00,0.00,2.62,0.01,2.61,0.57,0.83,1.35,2.51,1.88,0.55,1.60,32.20,1.19,0.40,1.18,1.74,false
2024-06-14,"Lunch",704.06,0.00,0.00,93.06,665.70,353.87,0.48,0.26,5.42,1.43,0.49,0.00,190.64,32.85,15.50,0.00,4.58,15.27,125.87,0.73,6.27,156.14,2.51,416.68,1132.00,9.72,1564.95,3.59,66.25,95.33,28.91,16.57,2.82,47.70,16.40,0.00,21.40,0.00,10.34,2.89,5.24,0.02,0.34,0.34,0.00,0.00,2.19,0.00,2.19,0.29,0.46,0.77,1.41,0.86,0.28,0.99,43.87,0.63,0.20,0.46,0.97,false
2024-06-14,"Dinner",795.83,0.00,0.00,0.70,1.00,45.86,0.02,0.04,0.15,0.22,0.04,0.00,48.50,59.33,7.50,0.00,1.05,57.82,80.06,0.04,0.76,23.50,0.16,26.00,184.56,0.15,2269.62,0.24,94.24,95.05,0.80,0.69,0.11,0.00,11.03,0.00,22.96,0.00,4.29,0.78,9.13,0.01,0.13,0.13,0.00,0.00,0.57,0.00,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.19,0.00,0.00,0.00,0.00,false
2024-06-14,"Snacks",1539.72,0.00,0.00,112.72,653.35,892.04,1.45,2.33,13.74,4.20,1.65,2.45,278.15,171.37,94.85,87.00,14.65,39.61,693.55,0.90,8.30,276.49,4.10,1019.48,1841.80,92.57,1120.58,6.84,185.09,210.74,23.29,17.84,5.42,46.98,121.06,36.92,43.10,383.06,16.29,11.90,10.10,2.04,1.80,1.75,0.04,0.01,10.08,0.16,9.91,1.21,1.84,3.62,6.72,5.20,1.68,3.49,87.74,3.22,1.15,2.74,4.14,false
2024-06-14,"Total",4405.20,0.00,46.66,450.37,2603.60,1900.48,2.79,3.50,27.39,10.75,3.50,4.10,741.28,536.13,238.04,441.19,26.90,203.22,1455.26,3.44,24.74,833.30,11.54,2473.29,6388.39,135.66,6139.04,17.59,488.04,582.17,91.35,54.83,18.71,150.14,210.05,43.97,147.67,413.26,62.08,22.30,39.98,2.37,2.73,2.68,0.04,0.01,19.04,0.17,18.84,2.13,3.29,5.97,11.06,8.33,2.61,6.34,227.58,5.24,1.82,4.60,7.17,false
2024-06-15,"'-",1429.13,0.00,0.00,238.87,1447.48,290.48,4.99,4.71,56.90,17.84,6.21,8.20,1372.39,928.86,308.09,411.71,47.95,14.61,287.80,1.10,62.36,311.06,6.91,1057.57,2558.58,112.36,1823.90,38.62,193.15,221.35,28.20,21.49,5.71,137.23,30.24,23.89,40.29,124.78,13.62,6.59,16.31,0.77,0.51,0.50,0.00,0.00,5.55,0.05,5.49,0.99,1.49,2.34,4.24,3.49,1.10,2.27,56.92,2.20,0.81,1.70,2.73,false
2024-06-15,"Breakfast",300.04,0.00,376.51,4.02,27.97,661.87,0.32,1.07,9.85,2.11,0.34,3.06,8.37,315.86,0.77,230.40,0.21,1.33,691.34,0.09,0.23,208.40,0.09,575.27,1060.90,10.42,237.66,2.43,29.48,29.50,0.00,0.00,0.00,0.00,26.34,0.00,12.07,48.20,2.51,0.55,7.02,0.42,0.05,0.04,0.00,0.00,0.32,0.01,0.30,0.11,0.54,0.96,1.84,1.63,0.50,0.90,18.51,0.87,0.24,0.90,1.16,false
2024-06-15,"Lunch",942.47,0.00,0.00,150.89,621.59,437.58,0.89,0.67,8.87,3.26,1.60,0.40,164.96,613.44,54.89,36.53,5.08,9.70,172.48,0.91,9.84,185.12,3.75,582.52,2771.70,33.66,550.34,6.22,121.97,147.36,25.17,11.65,3.42,71.90,11.91,0.29,24.98,179.29,1.78,2.00,9.02,0.00,0.20,0.19,0.01,0.00,1.55,0.05,1.49,0.40,0.46,0.83,1.34,1.12,0.39,0.89,40.85,0.84,0.26,0.67,1.03,false
2024-06-15,"Dinner",712.42,0.00,0.00,69.09,847.76,561.58,0.52,0.87,7.63,3.18,0.72,1.11,199.48,1077.17,76.16,87.00,5.40,127.65,182.33,0.77,7.21,193.61,3.97,702.72,1067.87,43.26,1768.88,5.92,76.84,96.81,19.66,16.83,3.00,60.92,15.19,0.00,24.54,373.00,11.95,4.46,5.30,0.02,0.40,0.36,0.04,0.01,3.69,0.15,3.54,0.77,0.84,1.58,2.64,1.73,0.76,1.72,35.21,1.42,0.37,1.10,1.84,false
2024-06-15,"Snacks",1105.29,0.00,23.00,120.36,832.66,839.31,0.51,1.53,4.19,3.22,0.90,3.20,199.75,233.98,131.38,48.00,4.62,20.35,707.20,1.19,5.04,240.54,2.54,1016.00,1913.31,55.31,281.07,5.85,164.71,189.13,22.54,13.03,6.69,30.44,128.96,20.53,16.32,33.28,4.31,4.45,5.04,0.16,0.66,0.66,0.00,0.00,3.78,0.01,3.77,0.81,1.68,3.18,6.11,5.07,1.55,3.02,65.99,2.68,0.96,2.69,3.93,false
2024-06-15,"Total",4489.35,0.00,399.51,583.24,3777.46,2790.82,7.23,8.85,87.43,29.61,9.77,15.97,1944.95,3169.30,571.29,813.64,63.27,173.65,2041.15,4.06,84.68,1138.72,17.27,3934.08,9372.36,255.02,4661.85,59.05,586.15,684.16,95.58,63.01,18.82,300.49,212.64,44.70,118.20,758.55,34.18,18.05,42.70,1.36,1.82,1.75,0.05,0.01,14.89,0.27,14.60,3.07,5.00,8.88,16.17,13.04,4.29,8.80,217.48,8.00,2.63,7.06,10.69,false
2024-06-16,"'-",246.73,0.00,0.00,14.71,137.86,161.43,0.05,0.52,0.54,0.66,0.15,1.19,17.82,2.33,2.15,0.00,0.96,0.86,202.60,0.15,0.58,43.53,0.26,263.00,339.84,17.59,63.34,1.63,29.91,31.89,1.86,1.57,0.25,1.43,27.00,20.53,5.42,8.50,1.38,2.67,0.68,0.01,0.39,0.39,0.00,0.00,2.28,0.00,2.28,0.17,0.55,0.98,1.91,1.52,0.53,0.97,19.56,0.76,0.25,0.94,1.26,false
2024-06-16,"Breakfast",796.18,0.00,46.66,215.01,1113.08,396.38,0.69,0.59,5.21,2.96,0.74,1.53,87.10,230.12,23.97,123.52,1.02,57.20,431.36,1.49,7.15,328.13,4.45,881.49,1819.74,30.74,209.09,5.70,116.17,136.33,20.10,13.15,6.95,55.34,52.70,7.05,19.73,22.70,6.01,2.81,8.74,0.21,0.18,0.17,0.00,0.00,2.62,0.01,2.61,0.57,0.83,1.35,2.51,1.88,0.55,1.60,32.20,1.19,0.40,1.18,1.74,false
2024-06-16,"Dinner",1145.91,0.00,0.00,34.37,272.55,452.18,0.36,0.33,4.45,3.15,0.75,0.00,237.36,105.52,147.22,0.00,3.67,39.91,106.47,0.41,1.51,85.16,0.34,135.26,1603.47,2.93,3385.54,1.41,112.58,145.89,32.58,10.12,6.91,0.18,41.47,0.00,40.99,0.00,16.04,3.12,7.16,0.00,0.26,0.26,0.00,0.00,2.84,0.00,2.82,0.07,0.12,0.21,0.30,0.33,0.11,0.24,65.54,0.17,0.07,0.13,0.28,false
2024-06-16,"Snacks",3347.18,0.00,39.20,163.42,1124.69,1628.64,2.17,1.38,26.97,6.01,2.74,0.36,465.25,645.27,134.82,23.73,14.34,41.84,630.22,1.97,16.89,527.19,10.11,1161.63,4589.16,92.20,4104.03,9.21,577.24,639.95,58.05,33.74,13.01,113.70,301.38,123.75,54.33,167.16,4.28,6.76,16.30,0.03,0.73,0.72,0.01,0.00,5.78,0.05,5.72,0.90,1.38,1.97,3.61,2.47,0.77,2.20,108.21,1.86,0.68,1.36,2.31,false
2024-06-16,"Total",5536.00,0.00,85.86,427.51,2648.18,2638.63,3.26,2.83,37.18,12.78,4.38,3.08,807.54,983.24,308.16,147.25,19.99,139.79,1370.66,4.01,26.13,984.01,15.17,2441.38,8352.21,143.47,7762.01,17.96,835.90,954.05,112.60,58.57,27.13,170.65,422.55,151.33,120.48,198.37,27.71,15.37,32.88,0.24,1.56,1.54,0.01,0.00,13.52,0.06,13.43,1.71,2.88,4.50,8.33,6.21,1.96,5.02,225.51,3.99,1.40,3.61,5.59,false
2024-06-17,"'-",276.83,0.00,0.00,81.20,667.15,195.21,1.59,1.78,18.64,6.31,2.17,3.75,520.39,393.81,108.01,200.47,18.34,8.98,280.37,0.39,22.77,127.79,2.72,409.29,655.48,29.87,386.44,14.10,31.66,40.03,8.28,6.87,1.40,19.75,9.00,6.94,5.55,0.62,1.02,2.87,0.89,0.00,0.38,0.38,0.00,0.00,2.49,0.00,2.49,0.40,0.50,0.93,1.73,1.43,0.35,0.88,21.33,0.89,0.36,0.64,0.98,false
2024-06-17,"Breakfast",348.36,0.00,0.00,32.97,151.48,306.18,0.17,0.06,3.07,1.00,0.60,0.00,46.66,6.32,35.93,0.00,1.58,3.57,25.94,0.32,0.36,91.19,0.84,103.53,988.34,0.43,3.28,0.70,67.94,77.33,8.14,5.71,2.39,9.09,54.02,0.82,6.32,0.00,2.80,1.56,1.39,0.01,0.08,0.08,0.00,0.00,1.46,0.00,1.45,0.04,0.19,0.12,0.29,0.17,0.04,0.21,4.46,0.11,0.04,0.10,0.18,false
2024-06-17,"Lunch",721.75,0.00,0.00,213.53,766.62,818.17,0.55,0.35,3.73,2.08,0.68,0.00,608.32,227.37,12.56,4.90,2.23,227.39,173.42,0.85,12.02,151.97,1.91,571.84,1515.49,11.92,2167.40,4.17,90.97,110.80,19.56,17.75,1.52,79.69,3.85,0.29,18.43,43.66,1.27,3.37,4.81,0.03,0.46,0.46,0.00,0.00,2.85,0.00,2.85,0.37,0.79,1.23,2.05,1.97,0.25,1.39,32.76,1.03,0.26,0.76,1.41,false
2024-06-17,"Dinner",840.26,0.00,0.00,265.10,258.89,355.22,0.45,0.57,7.84,5.24,1.37,0.00,175.35,2895.66,74.36,0.00,5.54,44.03,186.98,0.78,5.65,132.27,1.75,257.47,2856.38,1.31,922.14,2.16,92.63,124.91,31.92,14.93,7.03,21.34,27.47,0.00,32.69,0.00,17.33,3.49,3.91,0.00,0.21,0.21,0.00,0.00,2.99,0.00,2.96,0.13,0.20,0.36,0.60,0.48,0.18,0.51,24.50,0.45,0.16,0.22,0.52,false
2024-06-17,"Snacks",1554.51,0.00,0.00,271.19,1004.86,1792.97,1.07,2.83,8.70,5.54,1.78,6.73,342.47,1934.33,234.58,146.22,5.83,48.89,1556.68,1.47,7.42,379.11,3.13,1575.09,4194.76,82.07,1800.65,8.58,156.98,181.11,22.85,15.78,6.59,14.91,108.79,15.00,36.02,33.43,6.62,14.93,6.68,0.05,2.29,2.29,0.00,0.00,12.49,0.00,12.49,1.24,2.99,5.40,10.17,8.43,2.63,5.35,134.69,4.53,1.58,4.71,6.50,false
2024-06-17,"Total",3741.71,0.00,0.00,863.99,2849.00,3467.74,3.84,5.59,41.98,20.16,6.59,10.48,1693.19,5457.50,465.43,351.59,33.51,332.86,2223.38,3.82,48.21,882.33,10.34,2917.22,10210.46,125.59,5279.92,29.72,440.18,534.17,90.75,61.05,18.94,144.78,203.14,23.04,99.01,77.71,29.04,26.22,17.68,0.09,3.42,3.42,0.00,0.00,22.27,0.00,22.24,2.18,4.68,8.03,14.85,12.47,3.45,8.34,217.74,7.01,2.40,6.43,9.58,false
2024-06-18,"'-",301.10,0.00,125.50,43.36,422.91,258.58,0.15,0.46,3.74,0.93,0.23,1.02,19.05,107.19,6.34,76.80,2.91,3.01,267.66,0.36,1.15,142.45,0.71,284.15,615.07,5.16,82.65,2.84,19.63,25.13,5.44,4.70,0.74,4.30,11.50,0.00,18.41,16.07,4.76,8.14,3.84,0.14,1.19,1.19,0.00,0.00,6.89,0.00,6.89,0.11,0.34,0.58,1.07,0.84,0.26,0.59,12.09,0.49,0.16,0.51,0.75,false
2024-06-18,"Breakfast",892.43,0.00,56.33,252.63,1223.15,375.57,0.71,0.69,4.42,3.03,0.67,1.69,77.53,199.51,17.14,126.63,0.95,42.47,515.44,1.59,8.06,346.95,4.70,980.70,1788.54,35.28,253.77,6.39,125.83,148.98,23.10,14.24,7.46,59.61,57.14,5.03,21.03,28.84,6.18,3.06,9.39,0.26,0.19,0.18,0.00,0.00,2.85,0.01,2.84,0.78,1.01,1.86,3.50,2.79,0.75,1.95,42.51,1.70,0.62,1.46,2.28,false
2024-06-18,"Lunch",1487.04,0.00,0.00,62.94,315.66,571.38,1.40,1.59,27.17,4.56,1.57,1.61,251.95,293.95,42.47,54.03,9.22,84.23,861.40,0.87,10.86,324.59,6.79,1201.54,1993.70,152.98,3436.39,8.82,132.56,153.45,20.35,15.91,4.48,86.19,32.00,12.32,37.90,321.67,7.60,7.18,13.63,0.37,0.73,0.64,0.05,0.01,6.20,0.17,6.02,1.40,2.10,3.94,6.20,5.14,2.20,3.81,131.91,3.30,1.18,2.88,4.33,false
2024-06-18,"Dinner",1132.20,0.11,0.00,111.55,249.25,656.50,0.66,0.81,7.48,3.43,1.56,1.59,121.21,189.12,55.56,87.38,1.34,9.11,272.88,0.76,12.70,151.44,1.45,555.69,2632.12,27.33,506.61,4.58,95.37,107.03,11.56,8.40,3.16,73.10,14.41,1.88,49.76,248.99,3.52,2.54,24.46,0.18,0.24,0.21,0.02,0.00,2.11,0.10,2.00,0.36,0.49,0.95,1.56,1.29,0.48,1.01,65.42,0.84,0.28,0.80,1.15,false
2024-06-18,"Snacks",446.96,0.00,0.00,17.51,158.81,530.39,0.23,0.14,3.50,1.41,0.87,0.00,153.12,151.81,133.77,0.00,3.04,14.83,50.37,0.58,0.61,100.46,0.83,106.05,1381.44,1.61,4.19,0.68,101.69,115.26,11.91,7.85,4.09,9.33,89.64,0.00,1.96,0.00,0.46,0.44,0.55,0.00,0.21,0.21,0.00,0.00,0.22,0.00,0.22,0.02,0.18,0.13,0.26,0.28,0.03,0.16,4.34,0.14,0.05,0.06,0.21,false
2024-06-18,"Total",4259.74,0.11,181.83,488.00,2369.78,2392.42,3.16,3.68,46.32,13.36,4.90,5.92,622.87,941.57,255.28,344.84,17.46,153.64,1967.75,4.15,33.39,1065.88,14.48,3128.13,8410.88,222.37,4283.61,23.31,475.08,549.85,72.37,51.10,19.93,232.53,204.69,19.23,129.06,615.57,22.53,21.36,51.88,0.95,2.57,2.44,0.07,0.02,18.27,0.28,17.97,2.67,4.11,7.46,12.60,10.33,3.72,7.53,256.28,6.47,2.28,5.71,8.72,false
2024-06-19,"'-",2076.04,0.21,3.14,245.04,885.60,958.42,1.31,1.71,26.60,5.80,1.94,6.51,413.61,608.08,150.51,93.64,9.14,126.06,732.00,1.52,17.25,323.30,3.90,1382.69,2760.45,150.16,1627.56,21.17,195.48,218.89,22.41,15.50,6.80,89.84,82.91,36.91,95.85,491.79,31.75,20.64,33.57,1.66,2.45,2.38,0.04,0.01,17.45,0.14,16.69,1.40,3.29,5.15,8.74,7.96,2.71,4.85,101.39,4.40,1.10,3.78,5.81,false
2024-06-19,"Breakfast",1137.17,0.00,125.50,54.32,244.81,652.66,1.07,1.99,14.46,5.77,1.10,4.04,193.55,402.88,50.95,236.10,6.74,15.88,971.56,0.63,8.08,291.25,4.81,1224.89,1615.93,118.33,2002.26,7.97,99.46,114.25,14.44,11.01,2.70,50.70,40.18,7.17,40.81,714.67,10.47,7.50,13.52,0.24,1.70,1.60,0.07,0.01,5.63,0.30,5.31,1.00,1.42,2.83,4.74,3.88,1.52,2.82,78.06,2.37,0.67,2.24,3.37,false
